Sheet,Category,Segment,Description,Data Dictionary Naming
Affluent,Donors,Donors,"Individuals who support charitable causes financially. A donation or contribution has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_ALL
Affluent,Donors,Donors - Animal Welfare,"Individuals who support Animal Welfare causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_ANIMAL
Affluent,Donors,Donors - Arts/Culture,"Individuals who support Arts/Culture causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_ART
Affluent,Donors,Donors - Children's Causes,"Individuals who support Children's causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_CHILDREN
Affluent,Donors,Donors - Environment/Wildlife,"Individuals who support Environment/Wildlife causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_WILDLIFE
Affluent,Donors,Donors - Environmental,"Individuals who support Environmental causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_ENVIR
Affluent,Donors,Donors - Health,"Individuals who support Health causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_HEALTH
Affluent,Donors,Donors - International Aid,"Individuals who support International Aid causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_INT_AID
Affluent,Donors,Donors - Political,"Individuals who support Political causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_POLITICAL
Affluent,Donors,Donors - Politically Conservative,"Individuals who support Politically Conservative causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_POLIT_CONSERV
Affluent,Donors,Donors - Politically Liberal,"Individuals who support Politically Liberal causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_POLIT_LIB
Affluent,Donors,Donors - Religious,"Individuals who support Religious causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_RELIGIOUS
Affluent,Donors,Donors - Veteran's Causes,"Individuals who support Veteran's causes financially. Sources: Self-reported surveys, Registrations and Buying Activity.",DONORS_VETERAN
Affluent,Donors and Wealth,Active Investors,Individuals who are likely  Active Investors,Social_ActiveInvestor
Affluent,Donors and Wealth,Affluent Consumer,Individuals with an income of $150M+,Social_Affluent
Affluent,Donors and Wealth,Affluent Domestic Traveler(s),Individuals who travel regularly domestically,Social_TravelDomestic
Affluent,Donors and Wealth,Affluent Voter,Voters with an Income of $150M+,Social_Affluent_Voter
Affluent,Donors and Wealth,Amazon Prime Members,Likely Amazon Prime Subscribers,Social_Amzn_Prime
Affluent,Donors and Wealth,Democratic Donors,Voters who are likely in Democratic Donors,Social_DemDonors
Affluent,Donors and Wealth,High Dollar Amazon Prime Members,Likely High Dollar Amazon Prime Subscribers,Social_Amzn_Prime_HighDollar
Affluent,Donors and Wealth,High Dollar Democrat Donors,Voters who are High Dollar Democrat Donors,Donors_HighDollarDem
Affluent,Donors and Wealth,High Dollar Donors,Voters who are High Dollar Donors,Donors_HighDollar
Affluent,Donors and Wealth,High Dollar Donors,Individuals who are High Dollar Donors.,Donors_HighDollar
Affluent,Donors and Wealth,High Dollar Donors - Democrat,Likely Democrats who are High Dollar Donors.,Donors_HighDollarDem
Affluent,Donors and Wealth,High Dollar Donors - Republican,Likely Republicans who are High Dollar Donors.,Donors_HighDollarRep
Affluent,Donors and Wealth,High Dollar Republican Donors,Voters who are High Dollar Republican Donors,Donors_HighDollarRep
Affluent,Donors and Wealth,Homeowners making Improvements,Homeowners who are likely to make improvement  to their property,HOMEOWNER_HOMEIMP
Affluent,Donors and Wealth,Homeowners -Refinance,Homeowners who are likely to refinance their existing mortgage rate,HOMEOWNER_REFI
Affluent,Donors and Wealth,Homeowners who recently moved,Homeowners who have recently moved in the past 12 months,HOMEOWNER_RECENT_MOVE
Affluent,Donors and Wealth,Investors with Multiple Properties,Likely Investors with Multiple Properties,INVESTOR_MULTIPROP
Affluent,Donors and Wealth,Republican Donors,Voters who are likely in Republican Donors,Social_RepDonors
Affluent,Purchase History,Purchases - Antiques,"A purchase of Antiques has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_ANTIQUE
Affluent,Purchase History,Purchases - Art,"A purchase of Art has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_ART
Affluent,Purchase History,Purchases - Collectibles,"A purchase of Collectibles has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_COLLECTIBLE
Affluent,Financial,Affluent Consumers,"Individuals with a Household Income of $150M+ and/or a Net Worth of $500M+. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_AFFLUENT
Affluent,Financial,Credit Cards - American Express Gold/Premium,"Individuals who use a ""Gold/Premium"" American Express credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_AMEX_GOLD
Affluent,Financial,Credit Cards - Discover Gold/Premium,"Individuals who use a ""Gold/Premium"" Discover credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_DISCOVER_GOLD
Affluent,Financial,Credit Cards - MasterCard Gold/Premium,"Individuals who use a ""Gold/Premium"" MasterCard credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_MASTERCARD_GOLD
Affluent,Financial,Credit Cards - Premium,"Individuals who use a ""Premium"" credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_PREMIUM
Affluent,Financial,Credit Cards - Upscale Department Store,"Sources: Self-reported surveys, Registrations and Buying Activity. Individuals who use one or more Upscale Department Store credit cards.",CREDITCARD_UPSCALE_DEPARTMENTSTORE
Affluent,Financial,Credit Cards - Visa Gold/Premium,"Individuals who use a ""Gold/Premium"" Visa credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_VISA_GOLD
Affluent,Financial,"Credit Range - $10,000+","The range of new credit range of $10,000+ granted for an individual. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDRANGE_10K_PLUS
Affluent,Financial,Credit Rating >800,Individuals with a Credit Rating greater than 800.,CREDITRAT_800_UP
Affluent,Financial,Credit Rating 700 - 799,Individuals with a Credit Rating between 700 and 799.,CREDITRAT_700_799
Affluent,Financial,Home Amenities - Pool,"Individuals with a home where there is a Pool present. Sources: Public record data, survey data, buying activity.",HOME_AMENITIES_POOL
Affluent,Financial,"Home Value $400,000-$499,999","Individuals with a Home Value between $400,000 and $499,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_400K_500K
Affluent,Financial,"Home Value $500,000-$749,999","Individuals with a Home Value between $500,000 and $749,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_500K_750K
Affluent,Financial,"Home Value $750,000-$999,999","Individuals with a Home Value between $750,000 and $999,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_750K_999K
Affluent,Financial,"Home Value >$1,000,000","Individuals with a Home Value greater than $1,000,000. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_1MIL_UP
Affluent,Financial,"Household Income $150,000-$199,999","Individuals with a Household Income between $150,000 and $199,999. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_150K_199K
Affluent,Financial,"Household Income $200,000-$249,999","Individuals with a Household Income between $200,000 and $249,999. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_200K_249K
Affluent,Financial,"Household Income >$250,000","Individuals with a Household Income greater than $250,000. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_250K_UP
Affluent,Financial,Investments - Active Investors,"Individuals who are Active Investors. Sources: Self-reported surveys, Registrations and Buying Activity.",INVESTOR_ACTIVE
Affluent,Financial,Investments - Foreign,"Individuals who are Foreign Investors. Sources: Self-reported surveys, Registrations and Buying Activity.",INVESTOR_FOREIGN
Affluent,Financial,Investments - Personal,"Individuals who are Personal Investors. Sources: Self-reported surveys, Registrations and Buying Activity.",INVESTOR_PERSONAL
Affluent,Financial,Investments - Real Estate,"Individuals who are Real Estate Investors. Sources: Self-reported surveys, Registrations and Buying Activity.",INVESTOR_REALESTATE
Affluent,Financial,Investments - Stocks & Bonds,"Individuals who are Stocks & Bonds Investors. Sources: Self-reported surveys, Registrations and Buying Activity.",INVESTOR_STOCKS
Medical,Medical,Aerobics,Active in Aerobics,AEROBICS
Medical,Medical,All Nurses,Occupation All Nurses Combined,NURSE_ALL
Medical,Medical,Chemist,Occupation Chemist,CHEMIST
Medical,Medical,Chiropractor,Occupation Chiropractor,CHIROPRACTOR
Medical,Medical,Dental Assistant,Occupation Dental Assistant,DENTAL_ASSIST
Medical,Medical,Dental Hygentist,Occupation Dental Hygentist,DENTAL_HYGENIST
Medical,Medical,Dentist,Occupation Dentist,DENTIST
Medical,Medical,Dietician,Occupation Dietician,DIETICIAN
Medical,Medical,Dieting,Interest in Dieting and Weight Loss,DIETING
Medical,Medical,Exercise,Someone in the Household has an interest in Exercising,EXERCISE
Medical,Medical,Health and Beauty,A recent purchase of health and beauty products,HEALTH_BEAUTY
Medical,Medical,Health and Medical,Someone in the Household has an interest in the Health and Medical Fields,HEALTH_MED
Medical,Medical,Health Care Professionals,All Health Care Professionals,HEALTHCARE_PROFESSIONAL
Medical,Medical,Health Donor,Donor to Health Related Fields,HEALTH_DONOR
Medical,Medical,Health Insurance,Likely to Have Health Insurance through Work,HEALTH_INSURANCE
Medical,Medical,Healthcare Reform Support,Likely to Support Affordable Care Act,HEALTHCARE_REFORM
Medical,Medical,Healthcare Worker,Occupation Healthcare Worker,HEALTHCARE_WORKER
Medical,Medical,Lab Tech,Occupation Lab Technician,TECH_LAB
Medical,Medical,Marijuana Support,Likely to Support Marijuana Reform or Medical Marijuana Legislation,MED_MARIJUANA_SUPPORT
Medical,Medical,Medical Assistant,Occupation Medical Assistant,MED_ASSIST
Medical,Medical,Medical Parametic,Occupation Medical Paramedic,MED_PARAMEDIC
Medical,Medical,Medical Secretary,Occupation Medical Secretary,MED_SECRETARY
Medical,Medical,Medical Technician,Occupation Medical Technician,MED_TECH
Medical,Medical,Nurse,Occupation Nursing Related Care,NURSE
Medical,Medical,Nurse Aid,Occupation Nurses Aid/Orderly,NURSE_AID
Medical,Medical,Nurse LPN,Occupation Nurse/LPN,NURSE_LPN
Medical,Medical,Nurse RN,Occupation Nurse (Registered),NURSE_RN
